Timestamp,Index,True,Pred,Match
2026-01-13 19:47:47,244,Arborio,Ipsala,0
2026-01-13 19:47:48,245,Arborio,Arborio,1
2026-01-13 19:47:50,246,Arborio,Karacadag,0
2026-01-13 19:47:51,247,Basmati,Basmati,1
2026-01-13 19:47:52,248,Arborio,Ipsala,0
2026-01-13 19:47:54,249,Ipsala,Ipsala,1
2026-01-13 19:47:55,250,Arborio,Arborio,1
2026-01-13 19:47:56,251,Arborio,Arborio,1
2026-01-13 19:47:58,252,Jasmine,Ipsala,0
2026-01-13 19:47:59,253,Arborio,Ipsala,0
2026-01-13 19:48:00,254,Arborio,Ipsala,0
2026-01-13 19:48:01,255,Arborio,Arborio,1
2026-01-13 19:48:03,256,Arborio,Arborio,1
2026-01-13 19:48:04,257,Arborio,Arborio,1
2026-01-13 19:48:05,258,Basmati,Basmati,1
2026-01-13 19:48:07,259,Arborio,Ipsala,0
2026-01-13 19:48:08,260,Ipsala,Ipsala,1
2026-01-13 19:48:09,261,Jasmine,Jasmine,1
2026-01-13 19:48:11,262,Arborio,Ipsala,0
2026-01-13 19:48:12,263,Arborio,Karacadag,0
2026-01-13 19:48:13,264,Basmati,Basmati,1
2026-01-13 19:48:15,265,Basmati,Basmati,1
2026-01-13 19:48:16,266,Arborio,Arborio,1
2026-01-13 19:48:17,267,Jasmine,Ipsala,0
2026-01-13 19:48:19,268,Ipsala,Ipsala,1
2026-01-13 19:48:20,269,Basmati,Basmati,1
2026-01-13 19:48:21,270,Basmati,Basmati,1
2026-01-13 19:48:22,271,Jasmine,Ipsala,0
2026-01-13 19:48:24,272,Jasmine,Karacadag,0
2026-01-13 19:48:25,273,Ipsala,Ipsala,1
2026-01-13 19:48:26,274,Jasmine,Arborio,0
2026-01-13 19:48:28,275,Arborio,Ipsala,0
2026-01-13 19:48:29,276,Ipsala,Ipsala,1
2026-01-13 19:48:30,277,Arborio,Karacadag,0
2026-01-13 19:48:32,278,Ipsala,Ipsala,1
2026-01-13 19:48:33,279,Jasmine,Basmati,0
2026-01-13 19:48:34,280,Karacadag,Karacadag,1
2026-01-13 19:48:36,281,Arborio,Arborio,1
2026-01-13 19:48:37,282,Jasmine,Arborio,0
2026-01-13 19:48:38,283,Karacadag,Karacadag,1
2026-01-13 19:48:39,284,Basmati,Basmati,1
2026-01-13 19:48:41,285,Karacadag,Karacadag,1
2026-01-13 19:48:42,286,Jasmine,Arborio,0
2026-01-13 19:48:43,287,Jasmine,Ipsala,0
2026-01-13 19:48:45,288,Basmati,Basmati,1
2026-01-13 19:48:46,289,Ipsala,Ipsala,1
2026-01-13 19:48:47,290,Karacadag,Karacadag,1
2026-01-13 19:48:49,291,Karacadag,Karacadag,1
2026-01-13 19:48:50,292,Jasmine,Ipsala,0
2026-01-13 19:48:51,293,Karacadag,Karacadag,1
2026-01-13 19:48:53,294,Ipsala,Ipsala,1
2026-01-13 19:48:54,295,Jasmine,Ipsala,0
2026-01-13 19:48:55,296,Arborio,Ipsala,0
2026-01-13 19:48:57,297,Arborio,Ipsala,0
2026-01-13 19:48:58,298,Jasmine,Ipsala,0
2026-01-13 19:48:59,299,Karacadag,Karacadag,1
2026-01-13 19:49:00,300,Arborio,Arborio,1
2026-01-13 19:49:02,301,Jasmine,Ipsala,0
2026-01-13 19:49:03,302,Ipsala,Ipsala,1
2026-01-13 19:49:04,303,Karacadag,Karacadag,1
2026-01-13 19:49:06,304,Karacadag,Karacadag,1
2026-01-13 19:49:07,305,Jasmine,Ipsala,0
2026-01-13 19:49:08,306,Basmati,Ipsala,0
2026-01-13 19:49:10,307,Karacadag,Karacadag,1
2026-01-13 19:49:11,308,Karacadag,Karacadag,1
2026-01-13 19:49:12,309,Ipsala,Ipsala,1
2026-01-13 19:49:14,310,Jasmine,Arborio,0
2026-01-13 19:49:15,311,Ipsala,Ipsala,1
2026-01-13 19:49:16,312,Jasmine,Ipsala,0
2026-01-13 19:49:18,313,Ipsala,Ipsala,1
2026-01-13 19:49:19,314,Basmati,Ipsala,0
2026-01-13 19:49:20,315,Basmati,Basmati,1
2026-01-13 19:49:22,316,Ipsala,Ipsala,1
2026-01-13 19:49:23,317,Arborio,Arborio,1
2026-01-13 19:49:24,318,Arborio,Arborio,1
2026-01-13 19:49:25,319,Jasmine,Ipsala,0
2026-01-13 19:49:27,320,Arborio,Ipsala,0
2026-01-13 19:49:28,321,Ipsala,Ipsala,1
2026-01-13 19:49:29,322,Basmati,Basmati,1
2026-01-13 19:49:31,323,Jasmine,Ipsala,0
2026-01-13 19:49:32,324,Ipsala,Ipsala,1
2026-01-13 19:49:33,325,Basmati,Basmati,1
2026-01-13 19:49:35,326,Arborio,Arborio,1
2026-01-13 19:49:36,327,Karacadag,Karacadag,1
2026-01-13 19:49:37,328,Jasmine,Jasmine,1
2026-01-13 19:49:39,329,Karacadag,Karacadag,1
2026-01-13 19:49:40,330,Basmati,Basmati,1
2026-01-13 19:49:41,331,Ipsala,Ipsala,1
2026-01-13 19:49:43,332,Basmati,Basmati,1
2026-01-13 19:49:44,333,Jasmine,Ipsala,0
2026-01-13 19:49:45,334,Karacadag,Karacadag,1
2026-01-13 19:49:46,335,Karacadag,Karacadag,1
2026-01-13 19:49:48,336,Jasmine,Ipsala,0
2026-01-13 19:49:49,337,Basmati,Basmati,1
2026-01-13 19:49:50,338,Basmati,Basmati,1
2026-01-13 19:49:52,339,Basmati,Ipsala,0
2026-01-13 19:49:53,340,Karacadag,Karacadag,1
2026-01-13 19:49:54,341,Karacadag,Karacadag,1
2026-01-13 19:49:56,342,Basmati,Basmati,1
2026-01-13 19:49:57,343,Arborio,Ipsala,0
2026-01-13 19:49:58,344,Karacadag,Karacadag,1
2026-01-13 19:50:00,345,Arborio,Ipsala,0
2026-01-13 19:50:01,346,Jasmine,Ipsala,0
2026-01-13 19:50:02,347,Jasmine,Ipsala,0
2026-01-13 19:50:04,348,Jasmine,Ipsala,0
2026-01-13 19:50:05,349,Jasmine,Arborio,0
2026-01-13 19:50:06,350,Basmati,Basmati,1
2026-01-13 19:50:08,351,Karacadag,Karacadag,1
2026-01-13 19:50:09,352,Jasmine,Jasmine,1
2026-01-13 19:50:10,353,Ipsala,Ipsala,1
2026-01-13 19:50:11,354,Karacadag,Karacadag,1
2026-01-13 19:50:13,355,Ipsala,Ipsala,1
2026-01-13 19:50:14,356,Basmati,Ipsala,0
2026-01-13 19:50:15,357,Karacadag,Karacadag,1
2026-01-13 19:50:17,358,Jasmine,Ipsala,0
2026-01-13 19:50:18,359,Jasmine,Arborio,0
2026-01-13 19:50:19,360,Karacadag,Karacadag,1
2026-01-13 19:50:21,361,Basmati,Basmati,1
2026-01-13 19:50:22,362,Ipsala,Ipsala,1
2026-01-13 19:50:23,363,Ipsala,Ipsala,1
2026-01-13 19:50:25,364,Jasmine,Ipsala,0
2026-01-13 19:50:26,365,Ipsala,Ipsala,1
2026-01-13 19:50:27,366,Karacadag,Karacadag,1
2026-01-13 19:50:29,367,Arborio,Arborio,1
2026-01-13 19:50:30,368,Ipsala,Ipsala,1
2026-01-13 19:50:31,369,Arborio,Ipsala,0
2026-01-13 19:50:32,370,Arborio,Arborio,1
2026-01-13 19:50:34,371,Ipsala,Ipsala,1
2026-01-13 19:50:35,372,Arborio,Arborio,1
2026-01-13 19:50:36,373,Karacadag,Karacadag,1
2026-01-13 19:50:38,374,Arborio,Arborio,1
2026-01-13 19:50:39,375,Ipsala,Ipsala,1
2026-01-13 19:50:40,376,Basmati,Basmati,1
2026-01-13 19:50:42,377,Basmati,Basmati,1
2026-01-13 19:50:43,378,Jasmine,Ipsala,0
2026-01-13 19:50:44,379,Jasmine,Ipsala,0
2026-01-13 19:50:46,380,Karacadag,Karacadag,1
2026-01-13 19:50:47,381,Karacadag,Karacadag,1
2026-01-13 19:50:48,382,Karacadag,Karacadag,1
2026-01-13 19:50:50,383,Ipsala,Ipsala,1
2026-01-13 19:50:51,384,Arborio,Arborio,1
2026-01-13 19:50:52,385,Arborio,Ipsala,0
2026-01-13 19:50:53,386,Arborio,Arborio,1
2026-01-13 19:50:55,387,Karacadag,Karacadag,1
2026-01-13 19:50:56,388,Arborio,Ipsala,0
2026-01-13 19:50:57,389,Basmati,Basmati,1
2026-01-13 19:50:59,390,Arborio,Arborio,1
2026-01-13 19:51:00,391,Basmati,Basmati,1
2026-01-13 19:51:01,392,Basmati,Basmati,1
2026-01-13 19:51:03,393,Basmati,Basmati,1
2026-01-13 19:51:04,394,Basmati,Ipsala,0
2026-01-13 19:51:05,395,Karacadag,Karacadag,1
2026-01-13 19:51:07,396,Karacadag,Karacadag,1
2026-01-13 19:51:08,397,Karacadag,Karacadag,1
2026-01-13 19:51:09,398,Basmati,Basmati,1
2026-01-13 19:51:11,399,Arborio,Arborio,1
2026-01-13 19:51:12,400,Karacadag,Karacadag,1
2026-01-13 19:51:13,401,Karacadag,Karacadag,1
2026-01-13 19:51:15,402,Jasmine,Ipsala,0
2026-01-13 19:51:16,403,Basmati,Basmati,1
2026-01-13 19:51:17,404,Basmati,Basmati,1
2026-01-13 19:51:18,405,Arborio,Arborio,1
2026-01-13 19:51:20,406,Jasmine,Arborio,0
2026-01-13 19:51:21,407,Basmati,Basmati,1
2026-01-13 19:51:22,408,Arborio,Ipsala,0
2026-01-13 19:51:24,409,Basmati,Basmati,1
2026-01-13 19:51:25,410,Basmati,Ipsala,0
2026-01-13 19:51:26,411,Ipsala,Ipsala,1
2026-01-13 19:51:28,412,Arborio,Arborio,1
2026-01-13 19:51:29,413,Arborio,Arborio,1
2026-01-13 19:51:30,414,Basmati,Basmati,1
2026-01-13 19:51:32,415,Karacadag,Karacadag,1
2026-01-13 19:51:33,416,Karacadag,Karacadag,1
2026-01-13 19:51:34,417,Karacadag,Karacadag,1
2026-01-13 19:51:36,418,Ipsala,Ipsala,1
2026-01-13 19:51:37,419,Karacadag,Karacadag,1
2026-01-13 19:51:38,420,Ipsala,Ipsala,1
2026-01-13 19:51:39,421,Karacadag,Karacadag,1
2026-01-13 19:51:41,422,Ipsala,Ipsala,1
2026-01-13 19:51:42,423,Arborio,Arborio,1
2026-01-13 19:51:43,424,Basmati,Basmati,1
2026-01-13 19:51:45,425,Ipsala,Ipsala,1
2026-01-13 19:51:46,426,Basmati,Basmati,1
2026-01-13 19:51:47,427,Arborio,Arborio,1
2026-01-13 19:51:49,428,Jasmine,Ipsala,0
2026-01-13 19:51:50,429,Basmati,Basmati,1
2026-01-13 19:51:51,430,Jasmine,Ipsala,0
2026-01-13 19:51:53,431,Ipsala,Ipsala,1
2026-01-13 19:51:54,432,Ipsala,Ipsala,1
2026-01-13 19:51:55,433,Arborio,Ipsala,0
2026-01-13 19:51:57,434,Arborio,Ipsala,0
2026-01-13 19:51:58,435,Jasmine,Ipsala,0
2026-01-13 19:51:59,436,Basmati,Basmati,1
2026-01-13 19:52:00,437,Basmati,Basmati,1
2026-01-13 19:52:02,438,Ipsala,Ipsala,1
2026-01-13 19:52:03,439,Arborio,Arborio,1
2026-01-13 19:52:04,440,Karacadag,Karacadag,1
2026-01-13 19:52:06,441,Ipsala,Ipsala,1
2026-01-13 19:52:07,442,Karacadag,Karacadag,1
2026-01-13 19:52:08,443,Karacadag,Karacadag,1
2026-01-13 19:52:10,444,Basmati,Ipsala,0
2026-01-13 19:52:11,445,Jasmine,Ipsala,0
2026-01-13 19:52:12,446,Arborio,Ipsala,0
2026-01-13 19:52:14,447,Arborio,Ipsala,0
2026-01-13 19:52:15,448,Basmati,Basmati,1
2026-01-13 19:52:16,449,Arborio,Ipsala,0
2026-01-13 19:52:18,450,Basmati,Basmati,1
2026-01-13 19:52:19,451,Ipsala,Ipsala,1
2026-01-13 19:52:20,452,Ipsala,Ipsala,1
2026-01-13 19:52:22,453,Ipsala,Ipsala,1
2026-01-13 19:52:23,454,Karacadag,Karacadag,1
2026-01-13 19:52:24,455,Arborio,Arborio,1
2026-01-13 19:52:25,456,Basmati,Basmati,1
2026-01-13 19:52:27,457,Arborio,Arborio,1
2026-01-13 19:52:28,458,Basmati,Basmati,1
2026-01-13 19:52:29,459,Karacadag,Karacadag,1
2026-01-13 19:52:31,460,Ipsala,Ipsala,1
2026-01-13 19:52:32,461,Jasmine,Ipsala,0
2026-01-13 19:52:33,462,Karacadag,Karacadag,1
2026-01-13 19:52:35,463,Arborio,Ipsala,0
2026-01-13 19:52:36,464,Jasmine,Ipsala,0
2026-01-13 19:52:37,465,Arborio,Arborio,1
2026-01-13 19:52:39,466,Basmati,Basmati,1
2026-01-13 19:52:40,467,Arborio,Arborio,1
2026-01-13 19:52:41,468,Jasmine,Arborio,0
2026-01-13 19:52:43,469,Basmati,Basmati,1
2026-01-13 19:52:44,470,Basmati,Ipsala,0
2026-01-13 19:52:45,471,Ipsala,Ipsala,1
2026-01-13 19:52:46,472,Arborio,Arborio,1
2026-01-13 19:52:48,473,Karacadag,Karacadag,1
2026-01-13 19:52:49,474,Arborio,Arborio,1
2026-01-13 19:52:50,475,Basmati,Basmati,1
2026-01-13 19:52:52,476,Jasmine,Arborio,0
2026-01-13 19:52:53,477,Ipsala,Ipsala,1
2026-01-13 19:52:54,478,Jasmine,Jasmine,1
2026-01-13 19:52:56,479,Jasmine,Ipsala,0
2026-01-13 19:52:57,480,Ipsala,Ipsala,1
2026-01-13 19:52:58,481,Karacadag,Karacadag,1
2026-01-13 19:53:00,482,Jasmine,Ipsala,0
2026-01-13 19:53:01,483,Karacadag,Karacadag,1
2026-01-13 19:53:02,484,Basmati,Basmati,1
2026-01-13 19:53:04,485,Ipsala,Ipsala,1
2026-01-13 19:53:05,486,Jasmine,Ipsala,0
2026-01-13 19:53:06,487,Ipsala,Ipsala,1
2026-01-13 19:53:07,488,Karacadag,Karacadag,1
2026-01-13 19:53:09,489,Arborio,Arborio,1
2026-01-13 19:53:10,490,Jasmine,Ipsala,0
2026-01-13 19:53:11,491,Basmati,Ipsala,0
2026-01-13 19:53:13,492,Ipsala,Ipsala,1
