Timestamp,Index,Actual,Predicted,Match
2026-01-10 18:50:24,187,4,4,1
2026-01-10 18:50:25,188,5,5,1
2026-01-10 18:50:26,189,6,6,1
2026-01-10 18:50:27,190,7,7,1
2026-01-10 18:50:29,191,8,8,1
2026-01-10 18:50:30,192,9,9,1
2026-01-10 18:50:31,193,0,0,1
2026-01-10 18:50:32,194,1,1,1
2026-01-10 18:50:33,195,2,2,1
2026-01-10 18:50:35,196,3,3,1
2026-01-10 18:50:36,197,4,4,1
2026-01-10 18:50:37,198,5,5,1
2026-01-10 18:50:38,199,6,6,1
