Timestamp,Index,Actual,Predicted,Match
2026-01-11 00:48:07,122,4,4,1
2026-01-11 00:48:07,123,1,1,1
2026-01-11 00:48:07,124,9,9,1
2026-01-11 00:48:07,125,3,3,1
2026-01-11 00:48:07,126,8,8,1
2026-01-11 00:48:08,127,4,4,1
2026-01-11 00:48:08,128,4,4,1
2026-01-11 00:48:08,129,7,7,1
2026-01-11 00:48:08,130,0,0,1
2026-01-11 00:48:08,131,1,1,1
2026-01-11 00:48:08,132,9,9,1
2026-01-11 00:48:09,133,2,2,1
2026-01-11 00:48:09,134,8,8,1
2026-01-11 00:48:09,135,7,7,1
2026-01-11 00:48:09,136,8,8,1
2026-01-11 00:48:09,137,2,2,1
2026-01-11 00:48:10,138,6,6,1
2026-01-11 00:48:10,139,0,0,1
2026-01-11 00:48:10,140,6,6,1
2026-01-11 00:48:10,141,5,5,1
2026-01-11 00:48:10,142,3,3,1
2026-01-11 00:48:10,143,3,3,1
2026-01-11 00:48:11,144,3,3,1
2026-01-11 00:48:11,145,9,9,1
2026-01-11 00:48:11,146,1,1,1
2026-01-11 00:48:11,147,4,4,1
2026-01-11 00:48:11,148,0,0,1
2026-01-11 00:48:11,149,6,6,1
2026-01-11 00:48:12,150,1,1,1
2026-01-11 00:48:12,151,0,0,1
2026-01-11 00:48:12,152,0,0,1
2026-01-11 00:48:12,153,6,6,1
2026-01-11 00:48:12,154,2,2,1
2026-01-11 00:48:13,155,1,1,1
2026-01-11 00:48:13,156,1,1,1
2026-01-11 00:48:13,157,7,7,1
2026-01-11 00:48:13,158,7,7,1
2026-01-11 00:48:13,159,8,8,1
2026-01-11 00:48:13,160,4,4,1
2026-01-11 00:48:14,161,6,6,1
2026-01-11 00:48:14,162,0,0,1
2026-01-11 00:48:14,163,7,7,1
2026-01-11 00:48:14,164,0,0,1
2026-01-11 00:48:14,165,3,3,1
2026-01-11 00:48:14,166,6,6,1
2026-01-11 00:48:15,167,8,8,1
2026-01-11 00:48:15,168,7,7,1
2026-01-11 00:48:15,169,1,1,1
2026-01-11 00:48:15,170,5,5,1
2026-01-11 00:48:15,171,2,2,1
2026-01-11 00:48:16,172,4,4,1
2026-01-11 00:48:16,173,9,9,1
2026-01-11 00:48:16,174,4,4,1
2026-01-11 00:48:16,175,3,3,1
2026-01-11 00:48:16,176,6,6,1
2026-01-11 00:48:16,177,4,4,1
2026-01-11 00:48:17,178,1,1,1
2026-01-11 00:48:17,179,7,7,1
2026-01-11 00:48:17,180,2,2,1
2026-01-11 00:48:17,181,6,6,1
2026-01-11 00:48:17,182,5,5,1
2026-01-11 00:48:18,183,0,0,1
2026-01-11 00:48:18,184,1,1,1
2026-01-11 00:48:18,185,2,2,1
2026-01-11 00:48:18,186,3,3,1
2026-01-11 00:48:18,187,4,4,1
2026-01-11 00:48:18,188,5,5,1
2026-01-11 00:48:19,189,6,6,1
2026-01-11 00:48:19,190,7,7,1
2026-01-11 00:48:19,191,8,8,1
2026-01-11 00:48:19,192,9,9,1
2026-01-11 00:48:19,193,0,0,1
2026-01-11 00:48:19,194,1,1,1
2026-01-11 00:48:20,195,2,2,1
2026-01-11 00:48:20,196,3,3,1
2026-01-11 00:48:20,197,4,4,1
2026-01-11 00:48:20,198,5,5,1
2026-01-11 00:48:20,199,6,6,1
